,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
41578,5135889,0,1,1,1,0,1,0,0.0,low,high,lowest,2.0,Working,Labor,Incomplete higher,Married,House / apartment
41579,5135890,0,1,0,1,1,1,0,0.0,medium,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
41582,5135893,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41583,5135894,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41584,5135895,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41585,5135896,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41586,5135897,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41587,5135898,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41588,5135899,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41589,5135900,0,0,0,1,1,0,0,2.0,low,low,lowest,3.0,State servant,Office,Secondary / secondary special,Civil marriage,House / apartment
41590,5135902,0,0,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Civil marriage,House / apartment
41591,5135904,0,0,0,1,0,0,0,1.0,medium,high,lowest,2.0,State servant,High Tech,Higher education,Separated,House / apartment
41592,5135905,0,0,0,1,0,0,0,1.0,medium,high,lowest,2.0,State servant,High Tech,Higher education,Separated,House / apartment
41593,5135906,0,0,0,1,0,0,0,1.0,medium,high,lowest,2.0,State servant,High Tech,Higher education,Separated,House / apartment
41594,5135907,0,0,0,1,0,0,0,1.0,medium,high,lowest,2.0,State servant,High Tech,Higher education,Separated,House / apartment
41595,5135908,0,0,0,1,0,1,1,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41596,5135909,0,0,0,1,0,1,1,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41597,5135910,0,0,0,1,0,1,1,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41600,5135913,0,0,0,0,0,0,0,2.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
41601,5135914,0,0,0,0,0,0,0,2.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
41602,5135916,0,1,0,1,1,1,0,2.0,low,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41603,5135918,0,1,0,1,1,1,0,2.0,low,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41604,5135919,0,1,0,1,1,1,0,2.0,low,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41605,5135920,0,1,0,1,1,1,0,2.0,low,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41615,5135931,0,1,0,0,0,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,Rented apartment
41620,5135936,0,0,0,1,0,1,0,0.0,low,lowest,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
41621,5135937,0,0,0,1,0,1,0,0.0,low,lowest,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
41622,5135938,0,0,1,0,0,0,0,2.0,high,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
41623,5135939,0,0,1,0,0,0,0,2.0,high,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
41624,5135940,0,0,1,0,0,0,0,2.0,high,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
41625,5135944,0,0,0,1,1,0,0,2.0,low,lowest,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
41626,5135946,0,1,0,1,0,1,0,0.0,high,medium,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
41627,5135947,0,1,0,1,0,1,0,0.0,high,medium,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
41628,5135948,0,1,0,1,0,1,0,0.0,high,medium,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
41629,5135951,0,0,0,0,0,1,0,1.0,low,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41630,5135952,0,0,0,0,0,1,0,1.0,low,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41631,5135953,0,0,0,0,0,1,0,1.0,low,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41635,5135957,0,0,0,0,0,0,0,2.0,medium,low,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41636,5135958,0,0,0,0,0,0,0,2.0,medium,low,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41637,5135959,0,0,0,0,0,0,0,2.0,medium,low,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41638,5135960,0,0,0,0,0,0,0,2.0,medium,low,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41639,5135961,0,0,0,0,0,0,0,2.0,medium,low,lowest,3.0,Working,Office,Higher education,Married,House / apartment
41648,5135972,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41649,5135973,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41650,5135975,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41651,5135980,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41652,5135981,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41653,5135982,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41654,5135983,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41655,5135984,0,0,0,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Separated,House / apartment
41660,5135989,0,0,0,1,0,0,0,1.0,high,lowest,lowest,2.0,Commercial associate,High Tech,Higher education,Single / not married,House / apartment
41661,5135990,1,0,0,1,0,0,0,1.0,high,lowest,lowest,2.0,Commercial associate,High Tech,Higher education,Single / not married,House / apartment
41662,5135991,1,0,0,1,0,0,0,1.0,high,lowest,lowest,2.0,Commercial associate,High Tech,Higher education,Single / not married,House / apartment
41663,5135993,0,0,0,1,0,0,0,1.0,high,lowest,lowest,2.0,Commercial associate,High Tech,Higher education,Single / not married,House / apartment
41664,5135994,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41665,5135996,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41666,5135997,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41667,5135998,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41668,5135999,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41669,5136000,0,0,1,0,0,0,0,0.0,high,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41681,5136012,0,0,0,0,0,0,0,2.0,medium,low,medium,3.0,Working,Office,Higher education,Married,House / apartment
41682,5136013,0,0,0,0,0,0,0,2.0,medium,low,medium,3.0,Working,Office,Higher education,Married,House / apartment
41683,5136014,1,1,0,0,0,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
41684,5136015,0,0,0,1,0,0,0,0.0,medium,highest,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41685,5136016,0,0,0,1,0,0,0,0.0,medium,highest,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41688,5136019,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41689,5136020,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41690,5136021,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41691,5136022,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41692,5136023,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41693,5136024,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41694,5136025,0,1,1,0,0,0,0,1.0,high,medium,medium,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
41695,5136027,0,1,1,0,0,0,0,0.0,low,high,lowest,2.0,State servant,Labor,Secondary / secondary special,Married,House / apartment
41696,5136028,0,1,1,0,0,0,0,0.0,low,high,lowest,2.0,State servant,Labor,Secondary / secondary special,Married,House / apartment
41697,5136029,0,1,1,0,0,0,0,0.0,low,high,lowest,2.0,State servant,Labor,Secondary / secondary special,Married,House / apartment
41698,5136031,0,0,0,0,0,0,0,2.0,high,lowest,low,3.0,State servant,Office,Higher education,Married,With parents
41699,5136032,0,0,0,0,0,0,0,2.0,high,lowest,low,3.0,State servant,Office,Higher education,Married,With parents
41700,5136880,0,0,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Higher education,Married,House / apartment
41701,5136881,0,0,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Higher education,Married,House / apartment
41702,5136882,0,0,0,0,0,1,0,0.0,high,medium,lowest,2.0,Commercial associate,Office,Higher education,Married,House / apartment
41703,5136883,0,0,0,0,0,1,0,0.0,high,medium,lowest,2.0,Commercial associate,Office,Higher education,Married,House / apartment
41704,5136888,1,1,0,0,0,0,0,1.0,medium,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
41717,5136908,0,1,0,0,1,0,1,1.0,high,medium,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41718,5136909,0,1,0,0,1,0,1,1.0,high,medium,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41719,5136910,0,1,0,0,1,0,1,1.0,high,medium,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41720,5136914,0,1,0,0,1,0,1,1.0,high,medium,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41721,5136915,0,1,0,0,1,0,1,1.0,high,medium,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41723,5136918,0,0,1,0,0,0,0,0.0,medium,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41724,5136919,0,0,1,0,0,0,0,0.0,medium,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41725,5136920,0,0,1,0,0,0,0,0.0,medium,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41726,5136921,0,0,1,0,0,0,0,0.0,medium,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41727,5136922,0,0,1,0,0,0,0,0.0,medium,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41728,5136923,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41729,5136924,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41730,5136925,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41731,5136926,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41732,5136927,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41733,5136928,0,0,1,0,0,1,0,0.0,high,lowest,lowest,2.0,Working,Office,Higher education,Married,House / apartment
41734,5136929,0,1,1,0,1,0,0,0.0,medium,high,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41735,5136932,0,0,1,0,1,1,0,1.0,high,high,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41736,5136933,0,0,1,0,1,1,0,1.0,high,high,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41737,5136934,0,0,1,0,1,1,0,1.0,high,high,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41738,5136935,0,0,1,0,1,1,0,1.0,high,high,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
41742,5136939,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41743,5136940,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41744,5136941,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41745,5136942,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41746,5136943,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41747,5136944,0,0,0,0,1,0,0,1.0,medium,low,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
41759,5136956,0,0,0,0,1,0,0,2.0,high,low,low,3.0,Working,Office,Higher education,Single / not married,House / apartment
41760,5136958,0,0,0,0,1,0,0,2.0,high,low,low,3.0,Working,Office,Higher education,Single / not married,House / apartment
41761,5136959,0,0,0,0,1,0,0,2.0,high,low,low,3.0,Working,Office,Higher education,Single / not married,House / apartment
41762,5136960,0,0,0,0,1,0,0,2.0,high,low,low,3.0,Working,Office,Higher education,Single / not married,House / apartment
41763,5136961,0,0,0,0,1,0,0,2.0,high,low,low,3.0,Working,Office,Higher education,Single / not married,House / apartment
41765,5136963,0,0,0,0,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41766,5136964,0,0,0,0,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41767,5136965,0,0,1,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
41768,5136967,0,1,0,0,0,1,0,0.0,low,lowest,low,2.0,Working,Labor,Lower secondary,Civil marriage,House / apartment
41769,5136968,0,1,0,0,0,1,0,0.0,low,lowest,low,2.0,Working,Labor,Lower secondary,Civil marriage,House / apartment
41770,5136969,0,1,0,0,0,1,0,0.0,low,lowest,low,2.0,Working,Labor,Lower secondary,Civil marriage,House / apartment
41771,5136970,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41772,5136971,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41773,5136972,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41774,5136973,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41775,5136974,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41776,5136975,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41777,5136976,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41778,5136977,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41779,5136978,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41780,5136979,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41781,5136980,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41782,5136981,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41783,5136982,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41784,5136983,0,0,0,0,0,0,0,0.0,high,low,low,2.0,State servant,Office,Higher education,Married,House / apartment
41785,5136984,0,1,1,0,1,0,0,0.0,high,low,low,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41786,5136985,0,1,1,0,1,0,0,0.0,high,low,low,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41787,5136987,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41788,5136991,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41789,5136992,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41790,5136993,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41791,5136997,0,1,0,0,0,0,0,0.0,high,medium,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,House / apartment
41792,5136998,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41793,5137000,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41794,5137001,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41795,5137002,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41796,5137003,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41797,5137004,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41798,5137005,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41799,5137006,0,1,1,0,1,1,0,0.0,medium,high,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41800,5137007,0,1,1,0,1,0,0,1.0,high,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41804,5137011,0,1,0,0,1,1,1,0.0,high,highest,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
41805,5137012,0,1,0,0,1,1,1,0.0,high,highest,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
41806,5137013,0,1,0,0,1,1,1,0.0,high,highest,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
41807,5137014,0,1,1,0,1,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41808,5137015,0,1,1,0,1,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41809,5137016,0,1,1,0,1,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41810,5137017,0,1,1,0,1,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41811,5137018,0,1,1,0,1,0,0,0.0,medium,low,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
41812,5137021,0,0,0,0,1,1,0,0.0,medium,high,lowest,1.0,State servant,Labor,Secondary / secondary special,Widow,House / apartment
41813,5137022,0,0,0,0,1,1,0,0.0,medium,high,lowest,1.0,State servant,Labor,Secondary / secondary special,Widow,House / apartment
41814,5137025,0,0,0,0,1,1,0,0.0,medium,high,lowest,1.0,State servant,Labor,Secondary / secondary special,Widow,House / apartment
41815,5137026,0,0,0,0,1,1,0,0.0,medium,high,lowest,1.0,State servant,Labor,Secondary / secondary special,Widow,House / apartment
41816,5137027,0,0,0,0,1,1,0,0.0,medium,high,lowest,1.0,State servant,Labor,Secondary / secondary special,Widow,House / apartment
41818,5137031,0,1,1,0,0,1,0,1.0,low,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41819,5137032,0,1,1,0,0,1,0,1.0,low,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41820,5137033,0,1,1,0,0,1,0,1.0,low,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41821,5137034,0,1,1,0,0,1,0,1.0,low,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
41840,5137061,0,0,1,0,1,0,0,0.0,medium,medium,high,2.0,State servant,Office,Higher education,Married,House / apartment
41841,5137062,0,0,1,0,1,0,0,0.0,medium,medium,high,2.0,State servant,Office,Higher education,Married,House / apartment
41842,5137063,0,0,1,0,1,0,0,0.0,medium,medium,high,2.0,State servant,Office,Higher education,Married,House / apartment
41843,5137066,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41844,5137067,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41845,5137069,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41846,5137070,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41847,5137071,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41848,5137072,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41849,5137073,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41850,5137074,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41851,5137075,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41852,5137076,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41853,5137077,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41854,5137078,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41855,5137079,0,1,1,0,1,1,0,1.0,high,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,With parents
41856,5137082,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
41857,5137083,0,1,1,0,1,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41858,5137084,0,1,1,0,1,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41859,5137085,0,1,1,0,1,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41860,5137086,0,1,1,0,1,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41861,5137087,0,1,1,0,1,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
41862,5137088,0,0,0,0,1,1,0,1.0,low,lowest,lowest,2.0,State servant,Office,Secondary / secondary special,Separated,House / apartment
41863,5137089,0,0,0,0,1,1,0,1.0,low,lowest,lowest,2.0,State servant,Office,Secondary / secondary special,Separated,House / apartment
41864,5137090,0,0,0,0,1,1,0,1.0,low,lowest,lowest,2.0,State servant,Office,Secondary / secondary special,Separated,House / apartment
41875,5137103,0,0,1,0,1,1,0,0.0,high,high,lowest,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41876,5137104,0,0,1,0,1,1,0,0.0,high,high,lowest,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41877,5137105,0,0,1,0,1,1,0,0.0,high,high,lowest,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41878,5137106,0,0,1,0,1,1,0,0.0,high,high,lowest,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41879,5137107,0,0,1,0,1,1,0,0.0,high,high,lowest,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
41889,5137117,0,1,1,0,1,1,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,Municipal apartment
41890,5137118,0,1,1,0,1,1,0,0.0,low,high,lowest,2.0,Working,Labor,Secondary / secondary special,Married,Municipal apartment
41897,5137125,0,0,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Single / not married,With parents
41898,5137126,0,0,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Single / not married,With parents
41899,5137127,0,0,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Single / not married,With parents
41900,5137128,0,0,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Office,Secondary / secondary special,Single / not married,With parents
41901,5137129,0,1,1,0,1,1,0,1.0,low,low,lowest,2.0,Commercial associate,Labor,Higher education,Separated,House / apartment
41902,5137131,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
41903,5137132,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
41904,5137133,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
41905,5137134,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
41906,5137135,0,1,1,0,1,0,0,0.0,high,low,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
41933,5137166,0,1,1,0,1,0,0,1.0,high,medium,lowest,3.0,State servant,High Tech,Higher education,Married,Municipal apartment
41934,5137169,0,1,1,0,1,0,0,1.0,high,medium,lowest,3.0,State servant,High Tech,Higher education,Married,Municipal apartment
41935,5137170,0,1,1,0,1,0,0,1.0,high,medium,lowest,3.0,State servant,High Tech,Higher education,Married,Municipal apartment
41936,5137171,0,1,1,0,1,0,0,1.0,high,medium,lowest,3.0,State servant,High Tech,Higher education,Married,Municipal apartment
41937,5137172,0,0,0,0,1,1,0,0.0,high,high,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41938,5137173,0,0,0,0,1,1,0,0.0,high,high,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41939,5137174,0,0,0,0,1,1,0,0.0,high,high,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41940,5137175,0,0,0,0,1,1,0,0.0,high,high,low,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
41942,5137177,0,0,0,0,1,1,1,1.0,medium,low,lowest,3.0,Working,Office,Incomplete higher,Married,House / apartment
41943,5137178,0,0,0,0,1,1,1,1.0,medium,low,lowest,3.0,Working,Office,Incomplete higher,Married,House / apartment
